"id","longitude","latitude","a_weight","b_weight","type","dp_type"
"PID.3005767",-112.061690229,33.4968361148,1339.19,535.676023,"demand point",3
"PID.3005768",-112.015120819,33.4804852146,1339.19,535.676023,"demand point",3
"PID.3005769",-112.188638857,33.5217597123,1339.19,535.676023,"demand point",3
"PID.3005770",-112.308150888,33.6401452231,1339.19,535.676023,"demand point",3
"PID.3005771",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005772",-112.121670838,33.4534552056,1339.19,535.676023,"demand point",3
"PID.3005773",-112.052380824,33.4336052065,1339.19,535.676023,"demand point",3
"PID.3005774",-112.307430888,33.6391452228,1339.19,535.676023,"demand point",3
"PID.3005775",-112.126450855,33.6844352378,1339.19,535.676023,"demand point",3
"PID.3005776",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005777",-112.303604884,33.6054172179,1339.19,535.676023,"demand point",3
"PID.3005778",-112.183780854,33.4958052089,1339.19,535.676023,"demand point",3
"PID.3005779",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005780",-112.133835848,33.5670622212,1339.19,535.676023,"demand point",3
"PID.3005781",-112.135810848,33.5544152187,1339.19,535.676023,"demand point",3
"PID.3005782",-111.843552773,33.2979831958,1339.19,535.676023,"demand point",3
"PID.3005783",-112.111540844,33.5547952198,1339.19,535.676023,"demand point",3
"PID.3005784",-112.134800849,33.5672352209,1339.19,535.676023,"demand point",3
"PID.3005785",-112.14722085,33.5364952161,1339.19,535.676023,"demand point",3
"PID.3005786",-112.050320823,33.4338152067,1339.19,535.676023,"demand point",3
"PID.3005787",-111.839650772,33.2946601959,1339.19,535.676023,"demand point",3
"PID.3005788",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005789",-112.087493831,33.4446882067,1339.19,535.676023,"demand point",3
"PID.3005790",-112.087493831,33.4446882067,1339.19,535.676023,"demand point",3
"PID.3005791",-112.096410838,33.518955216,1339.19,535.676023,"demand point",3
"PID.3005792",-111.873030787,33.4426052156,1339.19,535.676023,"demand point",3
"PID.3005793",-112.311420883,33.55118521,1339.19,535.676023,"demand point",3
"PID.3005794",-111.861739483,33.4153479122,1339.19,535.676023,"demand point",3
"PID.3005795",-112.075101829,33.4492309076,1339.19,535.676023,"demand point",3
"PID.3005796",-112.311420883,33.55118521,1339.19,535.676023,"demand point",3
"PID.3005797",-111.913730797,33.4588752163,1339.19,535.676023,"demand point",3
"PID.3005798",-111.861730784,33.4153452122,1339.19,535.676023,"demand point",3
"PID.3005799",-111.956260799,33.368205201,1339.19,535.676023,"demand point",3
"PID.3005800",-112.088130832,33.4459652066,1339.19,535.676023,"demand point",3
"PID.3005801",-111.956260799,33.3603052,1339.19,535.676023,"demand point",3
"PID.3005802",-112.08117083,33.4514152074,1339.19,535.676023,"demand point",3
"PID.3005803",-112.123320847,33.5820152231,1339.19,535.676023,"demand point",3
"PID.3005804",-112.08117083,33.4514152074,1339.19,535.676023,"demand point",3
"PID.3005805",-112.179708656,33.5396420152,1339.19,535.676023,"demand point",3
"PID.3005806",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005807",-112.068614628,33.4517919078,1339.19,535.676023,"demand point",3
"PID.3005808",-112.07936543,33.4516847073,1339.19,535.676023,"demand point",3
"PID.3005809",-112.131274444,33.4970254107,1339.19,535.676023,"demand point",3
"PID.3005810",-112.07936543,33.4516847073,1339.19,535.676023,"demand point",3
"PID.3005811",-112.10573085,33.6661852362,1339.19,535.676023,"demand point",3
"PID.3005812",-112.07936543,33.4516847073,1339.19,535.676023,"demand point",3
"PID.3005813",-112.088130832,33.4459652066,1339.19,535.676023,"demand point",3
"PID.3005814",-112.03230082,33.4472752088,1339.19,535.676023,"demand point",3
"PID.3005815",-112.113750845,33.5780552234,1339.19,535.676023,"demand point",3
"PID.3005816",-112.096860832,33.4460752056,1339.19,535.676023,"demand point",3
"PID.3005817",-111.962690802,33.3633752002,1339.19,535.676023,"demand point",3
"PID.3005818",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005819",-112.11737084,33.4952352116,1339.19,535.676023,"demand point",3
"PID.3005820",-112.076000829,33.4493152072,1339.19,535.676023,"demand point",3
"PID.3005821",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005822",-112.087230839,33.5699552242,1339.19,535.676023,"demand point",3
"PID.3005823",-112.102040839,33.5198552156,1339.19,535.676023,"demand point",3
"PID.3005824",-112.113210837,33.4529952063,1339.19,535.676023,"demand point",3
"PID.3005825",-112.146170846,33.4958752103,1339.19,535.676023,"demand point",3
"PID.3005826",-112.326610891,33.6390352224,1339.19,535.676023,"demand point",3
"PID.3005827",-112.101790839,33.5198452164,1339.19,535.676023,"demand point",3
"PID.3005828",-111.986070812,33.4709852147,1339.19,535.676023,"demand point",3
"PID.3005829",-112.103780835,33.4507952068,1339.19,535.676023,"demand point",3
"PID.3005830",-112.144880845,33.4841352091,1339.19,535.676023,"demand point",3
"PID.3005831",-111.839745771,33.2946651962,1339.19,535.676023,"demand point",3
"PID.3005832",-112.052010824,33.433185206,1339.19,535.676023,"demand point",3
"PID.3005833",-112.27545087,33.4546888984,1339.19,535.676023,"demand point",3
"PID.3005834",-112.27545087,33.4546888984,1339.19,535.676023,"demand point",3
"PID.3005835",-112.140730837,33.3768251947,1339.19,535.676023,"demand point",3
"PID.3005836",-112.088130832,33.4459652066,1339.19,535.676023,"demand point",3
"PID.3005837",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005838",-112.33663088,33.4381951933,1339.19,535.676023,"demand point",3
"PID.3005839",-112.326610891,33.6380352222,1339.19,535.676023,"demand point",3
"PID.3005840",-111.962690802,33.3633752002,1339.19,535.676023,"demand point",3
"PID.3005841",-112.084625031,33.4447718059,1339.19,535.676023,"demand point",3
"PID.3005842",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005843",-111.841347773,33.3001171975,1339.19,535.676023,"demand point",3
"PID.3005844",-111.924730802,33.4883852195,1339.19,535.676023,"demand point",3
"PID.3005845",-111.962690802,33.3633752002,1339.19,535.676023,"demand point",3
"PID.3005846",-112.087493831,33.4446882067,1339.19,535.676023,"demand point",3
"PID.3005847",-112.109001839,33.4957782115,1339.19,535.676023,"demand point",3
"PID.3005848",-112.347220882,33.4306051917,1339.19,535.676023,"demand point",3
"PID.3005849",-112.113030845,33.5746852232,1339.19,535.676023,"demand point",3
"PID.3005850",-111.956260799,33.3603052,1339.19,535.676023,"demand point",3
"PID.3005851",-112.067550824,33.3888151988,1339.19,535.676023,"demand point",3
"PID.3005852",-112.08005083,33.4534952081,1339.19,535.676023,"demand point",3
"PID.3005853",-112.173410849,33.4446852014,1339.19,535.676023,"demand point",3
"PID.3005854",-112.07986083,33.4515952072,1339.19,535.676023,"demand point",3
"PID.3005855",-112.130790849,33.5715952216,1339.19,535.676023,"demand point",3
"PID.3005856",-112.08190083,33.4517252079,1339.19,535.676023,"demand point",3
"PID.3005857",-112.113410844,33.5548252198,1339.19,535.676023,"demand point",3
"PID.3005858",-112.088130832,33.4459652066,1339.19,535.676023,"demand point",3
"PID.3005859",-112.326610891,33.6380352222,1339.19,535.676023,"demand point",3
"PID.3005860",-111.926530799,33.4469652138,1339.19,535.676023,"demand point",3
"PID.3005861",-112.120009546,33.5674911218,1339.19,535.676023,"demand point",3
"PID.3005862",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005863",-112.212380855,33.4399251994,1339.19,535.676023,"demand point",3
"PID.3005864",-112.049730823,33.4372552065,1339.19,535.676023,"demand point",3
"PID.3005865",-112.103120841,33.5540052206,1339.19,535.676023,"demand point",3
"PID.3005866",-112.326610891,33.6383052223,1339.19,535.676023,"demand point",3
"PID.3005867",-112.326610891,33.6380352222,1339.19,535.676023,"demand point",3
"PID.3005868",-112.326610891,33.6380352222,1339.19,535.676023,"demand point",3
"PID.3005869",-111.840008072,33.2941185959,1339.19,535.676023,"demand point",3
"PID.3005872",-111.998430814,33.4530552115,1339.19,535.676023,"demand point",3
"PID.3005873",-112.112380847,33.6172452292,1339.19,535.676023,"demand point",3
"PID.3005874",-112.256970868,33.4792502029,1339.19,535.676023,"demand point",3
"PID.3005875",-111.840059771,33.2942911962,1339.19,535.676023,"demand point",3
"PID.3005876",-112.11690084,33.4950452115,1339.19,535.676023,"demand point",3
"PID.3005877",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005878",-111.989190813,33.469305214,1339.19,535.676023,"demand point",3
"PID.3005879",-112.088130832,33.4459652066,1339.19,535.676023,"demand point",3
"PID.3005880",-112.087230839,33.5699452236,1339.19,535.676023,"demand point",3
"PID.3005881",-112.113540843,33.5529252202,1339.19,535.676023,"demand point",3
"PID.3005882",-112.088122831,33.4459652059,1339.19,535.676023,"demand point",3
"PID.3005883",-112.218092258,33.4645706026,1339.19,535.676023,"demand point",3
"PID.3005884",-112.113080847,33.5981152266,1339.19,535.676023,"demand point",3
"PID.3005885",-112.076030829,33.4514052077,1339.19,535.676023,"demand point",3
"PID.3005886",-111.956260799,33.3603052,1339.19,535.676023,"demand point",3
"PID.3005887",-112.113410844,33.5548252198,1339.19,535.676023,"demand point",3
"PID.3005888",-112.19022086,33.5758752191,1339.19,535.676023,"demand point",3
"PID.3005889",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005890",-112.17236585,33.4676704055,1339.19,535.676023,"demand point",3
"PID.3005891",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005892",-112.063200835,33.5731852245,1339.19,535.676023,"demand point",3
"PID.3005893",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005894",-112.087520831,33.4448152056,1339.19,535.676023,"demand point",3
"PID.3005895",-112.058950825,33.434995206,1339.19,535.676023,"demand point",3
"PID.3005896",-112.063200835,33.5731852245,1339.19,535.676023,"demand point",3
"PID.3005897",-112.064600836,33.5729352249,1339.19,535.676023,"demand point",3
"PID.3005898",-112.114620843,33.5403152184,1339.19,535.676023,"demand point",3
"PID.3005899",-112.205820858,33.5090052095,1339.19,535.676023,"demand point",3
"PID.3005900",-112.125080843,33.5047852131,1339.19,535.676023,"demand point",3
"PID.3005901",-112.087493831,33.4446982065,1339.19,535.676023,"demand point",3
"PID.3005902",-112.158890857,33.6365152291,1339.19,535.676023,"demand point",3
"PID.3005903",-111.962690802,33.3633752002,1339.19,535.676023,"demand point",3
"PID.3005904",-112.178810856,33.5523252169,1339.19,535.676023,"demand point",3
"PID.3005905",-112.346850882,33.4318151927,1339.19,535.676023,"demand point",3
"PID.3005906",-112.161750859,33.6371152296,1339.19,535.676023,"demand point",3
"PID.3005907",-112.311420883,33.55118521,1339.19,535.676023,"demand point",3
"PID.3005908",-111.837287772,33.3023391974,1339.19,535.676023,"demand point",3
"PID.3005909",-112.113280833,33.3982051981,1339.19,535.676023,"demand point",3
"PID.3005910",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005911",-112.212260859,33.4920452069,1339.19,535.676023,"demand point",3
"PID.3005912",-111.910240798,33.4653152169,1339.19,535.676023,"demand point",3
"PID.3005913",-111.9230095,33.4887019195,1339.19,535.676023,"demand point",3
"PID.3005914",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005915",-112.022070818,33.4478552095,1339.19,535.676023,"demand point",3
"PID.3005916",-111.84270918,33.4083875118,1339.19,535.676023,"demand point",3
"PID.3005917",-112.088370832,33.4451652064,1339.19,535.676023,"demand point",3
"PID.3005918",-111.707370753,33.4169052196,1339.19,535.676023,"demand point",3
"PID.3005919",-112.038020821,33.4562752107,1339.19,535.676023,"demand point",3
"PID.3005920",-112.179700855,33.5396352151,1339.19,535.676023,"demand point",3
"PID.3005921",-112.306540876,33.4640251981,1339.19,535.676023,"demand point",3
"PID.3005922",-112.088130832,33.4459652066,1339.19,535.676023,"demand point",3
"PID.3005923",-111.962690802,33.3633752002,1339.19,535.676023,"demand point",3
"PID.3005924",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005925",-111.962690802,33.3633752002,1339.19,535.676023,"demand point",3
"PID.3005926",-112.140730837,33.3768251947,1339.19,535.676023,"demand point",3
"PID.3005927",-112.120870838,33.4525152057,1339.19,535.676023,"demand point",3
"PID.3005928",-111.9565908,33.3601152004,1339.19,535.676023,"demand point",3
"PID.3005929",-112.071690827,33.4470352073,1339.19,535.676023,"demand point",3
"PID.3005930",-111.956260799,33.3603052,1339.19,535.676023,"demand point",3
"PID.3005931",-112.088130832,33.4459652066,1339.19,535.676023,"demand point",3
"PID.3005932",-111.913730797,33.4588752163,1339.19,535.676023,"demand point",3
"PID.3005933",-112.091016232,33.4452452058,1339.19,535.676023,"demand point",3
"PID.3005934",-111.913730797,33.4588752163,1339.19,535.676023,"demand point",3
"PID.3005935",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005936",-111.964910802,33.3729752008,1339.19,535.676023,"demand point",3
"PID.3005937",-112.326610891,33.6383052223,1339.19,535.676023,"demand point",3
"PID.3005938",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005939",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005940",-111.792800761,33.2860451967,1339.19,535.676023,"demand point",3
"PID.3005941",-112.132670849,33.571285222,1339.19,535.676023,"demand point",3
"PID.3005942",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005943",-111.910526398,33.4880446205,1339.19,535.676023,"demand point",3
"PID.3005944",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005945",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005946",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005947",-112.087493831,33.4446882067,1339.19,535.676023,"demand point",3
"PID.3005948",-112.059510824,33.4358352056,1339.19,535.676023,"demand point",3
"PID.3005949",-112.14024085,33.574365222,1339.19,535.676023,"demand point",3
"PID.3005950",-111.840204472,33.2974001965,1339.19,535.676023,"demand point",3
"PID.3005951",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005952",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005953",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005954",-112.111920839,33.47952521,1339.19,535.676023,"demand point",3
"PID.3005955",-112.088130832,33.4459652066,1339.19,535.676023,"demand point",3
"PID.3005956",-112.155510849,33.4984552101,1339.19,535.676023,"demand point",3
"PID.3005957",-112.136820841,33.4368852026,1339.19,535.676023,"demand point",3
"PID.3005958",-112.137410842,33.471215208,1339.19,535.676023,"demand point",3
"PID.3005959",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005960",-112.164990848,33.4654752062,1339.19,535.676023,"demand point",3
"PID.3005961",-112.167150853,33.5537052176,1339.19,535.676023,"demand point",3
"PID.3005962",-111.841321772,33.3027761969,1339.19,535.676023,"demand point",3
"PID.3005963",-112.079820831,33.457705208,1339.19,535.676023,"demand point",3
"PID.3005964",-112.08117083,33.4514152074,1339.19,535.676023,"demand point",3
"PID.3005965",-112.076030829,33.4514052077,1339.19,535.676023,"demand point",3
"PID.3005966",-111.937839791,33.2872891903,1339.19,535.676023,"demand point",3
"PID.3005967",-111.840960772,33.299896197,1339.19,535.676023,"demand point",3
"PID.3005968",-112.087493831,33.4446882067,1339.19,535.676023,"demand point",3
"PID.3005969",-111.908820798,33.4881652208,1339.19,535.676023,"demand point",3
"PID.3005970",-112.023730819,33.4513352098,1339.19,535.676023,"demand point",3
"PID.3005971",-112.023730819,33.4513352098,1339.19,535.676023,"demand point",3
"PID.3005972",-111.908330797,33.48803522,1339.19,535.676023,"demand point",3
"PID.3005973",-111.840960772,33.299896197,1339.19,535.676023,"demand point",3
"PID.3005974",-112.07918083,33.4531652075,1339.19,535.676023,"demand point",3
"PID.3005975",-112.023730819,33.4513352098,1339.19,535.676023,"demand point",3
"PID.3005976",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005977",-112.088130832,33.4459652066,1339.19,535.676023,"demand point",3
"PID.3005978",-111.908300797,33.4880252209,1339.19,535.676023,"demand point",3
"PID.3005979",-111.910520798,33.4880452199,1339.19,535.676023,"demand point",3
"PID.3005980",-112.088130832,33.4459652066,1339.19,535.676023,"demand point",3
"PID.3005981",-112.102040839,33.5198552156,1339.19,535.676023,"demand point",3
"PID.3005982",-112.311420883,33.55118521,1339.19,535.676023,"demand point",3
"PID.3005983",-111.827630778,33.4245652153,1339.19,535.676023,"demand point",3
"PID.3005984",-112.039200822,33.4657852107,1339.19,535.676023,"demand point",3
"PID.3005985",-111.842700779,33.408375212,1339.19,535.676023,"demand point",3
"PID.3005986",-111.82828077,33.3120451991,1339.19,535.676023,"demand point",3
"PID.3005987",-112.150880853,33.5823752226,1339.19,535.676023,"demand point",3
"PID.3005988",-112.07994283,33.4516052073,1339.19,535.676023,"demand point",3
"PID.3005989",-111.98001082,33.597645232,1339.19,535.676023,"demand point",3
"PID.3005990",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3005991",-112.052350823,33.4336752061,1339.19,535.676023,"demand point",3
"PID.3005992",-112.326610891,33.6380352222,1339.19,535.676023,"demand point",3
"PID.3005993",-112.155890848,33.4918952092,1339.19,535.676023,"demand point",3
"PID.3005994",-112.319704879,33.4711951989,1339.19,535.676023,"demand point",3
"PID.3005995",-112.07994283,33.4516052073,1339.19,535.676023,"demand point",3
"PID.3005996",-112.058410825,33.4432552072,1339.19,535.676023,"demand point",3
"PID.3005997",-111.843653773,33.2979101957,1339.19,535.676023,"demand point",3
"PID.3005998",-112.052350824,33.433685206,1339.19,535.676023,"demand point",3
"PID.3005999",-112.070042827,33.4516052079,1339.19,535.676023,"demand point",3
"PID.3006000",-112.092660833,33.4515252072,1339.19,535.676023,"demand point",3
"PID.3006001",-112.11405084,33.4954552123,1339.19,535.676023,"demand point",3
"PID.3006002",-112.014320819,33.4780152142,1339.19,535.676023,"demand point",3
"PID.3006003",-112.087493831,33.4446882067,1339.19,535.676023,"demand point",3
"PID.3006004",-112.088130832,33.4459652066,1339.19,535.676023,"demand point",3
"PID.3006005",-112.341260894,33.6227852196,1339.19,535.676023,"demand point",3
"PID.3006006",-112.087493831,33.4446882067,1339.19,535.676023,"demand point",3
"PID.3006007",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3006008",-112.202750871,33.6900552348,1339.19,535.676023,"demand point",3
"PID.3006009",-112.299210879,33.5372052087,1339.19,535.676023,"demand point",3
"PID.3006010",-112.058960825,33.4340952064,1339.19,535.676023,"demand point",3
"PID.3006011",-111.706930753,33.4167652199,1339.19,535.676023,"demand point",3
"PID.3006012",-111.709160753,33.4163452194,1339.19,535.676023,"demand point",3
"PID.3006013",-112.115760842,33.5233352157,1339.19,535.676023,"demand point",3
"PID.3006014",-111.839145772,33.2926991958,1339.19,535.676023,"demand point",3
"PID.3006015",-112.337820881,33.4511051953,1339.19,535.676023,"demand point",3
"PID.3006016",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3006017",-112.076030829,33.4514052077,1339.19,535.676023,"demand point",3
"PID.3006018",-112.088130832,33.4459652066,1339.19,535.676023,"demand point",3
"PID.3006019",-112.14722085,33.5364952161,1339.19,535.676023,"demand point",3
"PID.3006020",-111.997710814,33.4656652132,1339.19,535.676023,"demand point",3
"PID.3006021",-111.996690814,33.4656752129,1339.19,535.676023,"demand point",3
"PID.3006022",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3006023",-112.066976526,33.4301775049,1339.19,535.676023,"demand point",3
"PID.3006024",-112.111150847,33.609285228,1339.19,535.676023,"demand point",3
"PID.3006025",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3006026",-112.088130832,33.4459652066,1339.19,535.676023,"demand point",3
"PID.3006027",-111.961430301,33.3695107016,1339.19,535.676023,"demand point",3
"PID.3006028",-112.053720824,33.4349752066,1339.19,535.676023,"demand point",3
"PID.3006029",-112.154780847,33.4918952091,1339.19,535.676023,"demand point",3
"PID.3006030",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3006031",-112.088130833,33.459605208,1339.19,535.676023,"demand point",3
"PID.3006032",-112.17517085,33.4643952042,1339.19,535.676023,"demand point",3
"PID.3006033",-111.840650772,33.3004261968,1339.19,535.676023,"demand point",3
"PID.3006034",-112.023770818,33.4481252093,1339.19,535.676023,"demand point",3
"PID.3006035",-111.842096773,33.3152661996,1339.19,535.676023,"demand point",3
"PID.3006036",-112.204300858,33.4923852074,1339.19,535.676023,"demand point",3
"PID.3006037",-112.178010856,33.5464052159,1339.19,535.676023,"demand point",3
"PID.3006038",-111.913650797,33.4589052158,1339.19,535.676023,"demand point",3
"PID.3006039",-111.913730797,33.4588752163,1339.19,535.676023,"demand point",3
"PID.3006040",-112.171250844,33.3781251927,1339.19,535.676023,"demand point",3
"PID.3006041",-111.841239772,33.3002501966,1339.19,535.676023,"demand point",3
"PID.3006042",-112.343730883,33.4619751963,1339.19,535.676023,"demand point",3
"PID.3006043",-112.298980873,33.4351251951,1339.19,535.676023,"demand point",3
"PID.3006044",-112.298980873,33.4351251951,1339.19,535.676023,"demand point",3
"PID.3006045",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3006046",-112.118950837,33.4475452045,1339.19,535.676023,"demand point",3
"PID.3006047",-112.088130832,33.4459652066,1339.19,535.676023,"demand point",3
"PID.3006048",-112.049970823,33.4368852064,1339.19,535.676023,"demand point",3
"PID.3006049",-112.087493831,33.4446882067,1339.19,535.676023,"demand point",3
"PID.3006050",-112.076480829,33.4489952071,1339.19,535.676023,"demand point",3
"PID.3006051",-112.32591089,33.6104952182,1339.19,535.676023,"demand point",3
"PID.3006052",-112.049180826,33.494325215,1339.19,535.676023,"demand point",3
"PID.3006053",-112.050280823,33.4338352063,1339.19,535.676023,"demand point",3
"PID.3006054",-112.334190894,33.6498152237,1339.19,535.676023,"demand point",3
"PID.3006055",-112.236970863,33.4672452017,1339.19,535.676023,"demand point",3
"PID.3006056",-112.050195922,33.4336016069,1339.19,535.676023,"demand point",3
"PID.3006057",-112.079410826,33.4012651996,1339.19,535.676023,"demand point",3
"PID.3006058",-111.709370753,33.416325219,1339.19,535.676023,"demand point",3
"PID.3006059",-112.06634883,33.4957592147,1339.19,535.676023,"demand point",3
"PID.3006060",-111.707390753,33.4155252198,1339.19,535.676023,"demand point",3
"PID.3006061",-112.136350849,33.5675652213,1339.19,535.676023,"demand point",3
"PID.3006062",-111.908330797,33.48803522,1339.19,535.676023,"demand point",3
"PID.3006063",-111.840008072,33.2941185959,1339.19,535.676023,"demand point",3
"PID.3006064",-112.111410838,33.4748652089,1339.19,535.676023,"demand point",3
"PID.3006065",-112.056530824,33.4332052057,1339.19,535.676023,"demand point",3
"PID.3006066",-112.050280823,33.4338352063,1339.19,535.676023,"demand point",3
"PID.3006067",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3006068",-112.324310891,33.6382752219,1339.19,535.676023,"demand point",3
"PID.3006069",-112.311250884,33.5511652108,1339.19,535.676023,"demand point",3
"PID.3006070",-112.187320857,33.5252052125,1339.19,535.676023,"demand point",3
"PID.3006071",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3006072",-112.326960892,33.6326752217,1339.19,535.676023,"demand point",3
"PID.3006073",-112.075081829,33.4482952066,1339.19,535.676023,"demand point",3
"PID.3006074",-112.326870892,33.6325752216,1339.19,535.676023,"demand point",3
"PID.3006075",-112.13589085,33.5671552214,1339.19,535.676023,"demand point",3
"PID.3006076",-112.132780848,33.5680602219,1339.19,535.676023,"demand point",3
"PID.3006077",-112.005390806,33.3167751915,1339.19,535.676023,"demand point",3
"PID.3006078",-112.087493831,33.4446882067,1339.19,535.676023,"demand point",3
"PID.3006079",-112.088130832,33.4459652066,1339.19,535.676023,"demand point",3
"PID.3006080",-112.080492628,33.425830604,1339.19,535.676023,"demand point",3
"PID.3006081",-112.191620861,33.5811452199,1339.19,535.676023,"demand point",3
"PID.3006082",-112.151670853,33.5828452224,1339.19,535.676023,"demand point",3
"PID.3006083",-112.18479085,33.4361852002,1339.19,535.676023,"demand point",3
"PID.3006084",-112.10181084,33.5377652181,1339.19,535.676023,"demand point",3
"PID.3006085",-112.087493831,33.4446882067,1339.19,535.676023,"demand point",3
"PID.3006086",-112.149910844,33.451565204,1339.19,535.676023,"demand point",3
"PID.3006087",-112.088130832,33.4459652066,1339.19,535.676023,"demand point",3
"PID.3006088",-112.050170822,33.433895206,1339.19,535.676023,"demand point",3
"PID.3006089",-112.131710844,33.4954852112,1339.19,535.676023,"demand point",3
"PID.3006090",-112.112100844,33.5528252198,1339.19,535.676023,"demand point",3
"PID.3006091",-111.84270918,33.4083875118,1339.19,535.676023,"demand point",3
"PID.3006092",-112.111590843,33.5549452202,1339.19,535.676023,"demand point",3
"PID.3006093",-112.101690843,33.5676152228,1339.19,535.676023,"demand point",3
"PID.3006094",-112.088130832,33.4459652066,1339.19,535.676023,"demand point",3
"PID.3006095",-112.332160878,33.4189151909,1339.19,535.676023,"demand point",3
"PID.3006096",-111.839635571,33.2946620963,1339.19,535.676023,"demand point",3
"PID.3006097",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3006098",-112.330980878,33.4188351912,1339.19,535.676023,"demand point",3
"PID.3006099",-112.332160878,33.4189151909,1339.19,535.676023,"demand point",3
"PID.3006100",-111.921400807,33.5919952344,1339.19,535.676023,"demand point",3
"PID.3006101",-112.332160878,33.4189151909,1339.19,535.676023,"demand point",3
"PID.3006102",-112.056600824,33.4482052084,1339.19,535.676023,"demand point",3
"PID.3006103",-112.332160878,33.4189151909,1339.19,535.676023,"demand point",3
"PID.3006104",-112.332160878,33.4189151909,1339.19,535.676023,"demand point",3
"PID.3006105",-112.332160878,33.4189151909,1339.19,535.676023,"demand point",3
"PID.3006106",-111.913730797,33.4588752163,1339.19,535.676023,"demand point",3
"PID.3006107",-112.330980878,33.4188351912,1339.19,535.676023,"demand point",3
"PID.3006108",-112.090300839,33.556015222,1339.19,535.676023,"demand point",3
"PID.3006109",-111.908350798,33.4966752212,1339.19,535.676023,"demand point",3
"PID.3006110",-112.022130819,33.4483552098,1339.19,535.676023,"demand point",3
"PID.3006111",-111.961950802,33.3834252032,1339.19,535.676023,"demand point",3
"PID.3006112",-112.335830893,33.6371952212,1339.19,535.676023,"demand point",3
"PID.3006113",-112.119390841,33.4948052116,1339.19,535.676023,"demand point",3
"PID.3006114",-112.231970864,33.512365209,1339.19,535.676023,"demand point",3
"PID.3006115",-111.963990801,33.3682052014,1339.19,535.676023,"demand point",3
"PID.3006116",-111.963990801,33.3682052014,1339.19,535.676023,"demand point",3
"PID.3006117",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3006118",-112.210060857,33.4645852036,1339.19,535.676023,"demand point",3
"PID.3006119",-112.311420883,33.55118521,1339.19,535.676023,"demand point",3
"PID.3006120",-111.612100732,33.3921652202,1339.19,535.676023,"demand point",3
"PID.3006121",-112.170990852,33.5094052116,1339.19,535.676023,"demand point",3
"PID.3006122",-112.07936543,33.4516847073,1339.19,535.676023,"demand point",3
"PID.3006123",-112.311420883,33.55118521,1339.19,535.676023,"demand point",3
"PID.3006124",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3006125",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3006126",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
"PID.3006127",-112.090300831,33.4460152063,1339.19,535.676023,"demand point",3
