OBJECTID,Name,FacilityTy,Weight,Capacity,DemandCoun,DemandWeig,SourceID,SourceOID,PosAlong,SideOfEdge,CurbApproa,Status,SnapX,SnapY,SnapZ,DistanceTo,Total_Leng,Total_Time,TotalWeigh,TotalWei_1,POINT_X,POINT_Y
60,FaID.0075,1,1.000000000000000,0.000000000000000,102,80357.933799999998882,1,31657,0.300519827000000,1,0,0,657071.866007999982685,890238.712671000044793,0.000000000000000,36.238323892300002,325520.138277999998536,0.000000000000000,250796852.784999996423721,0.000000000000000,-112.057412945999999,33.446797880600002
61,FaID.0076,1,1.000000000000000,0.000000000000000,5,6963.787999999999556,1,31993,0.710882763451000,1,0,0,652108.775790999992751,895954.115115000051446,0.000000000000000,56.983066190899997,7127.848152939999636,0.000000000000000,10007165.387199999764562,0.000000000000000,-112.073103435999997,33.462813433100003
62,FaID.0077,1,1.000000000000000,0.000000000000000,104,57328.532800000000861,1,176314,0.701152313851000,2,0,0,659393.652210999978706,896183.914879000047222,0.000000000000000,50.480995421199999,344414.741593000013381,0.000000000000000,163094748.432000011205673,0.000000000000000,-112.050372902000007,33.463470536700001
63,FaID.0078,1,1.000000000000000,0.000000000000000,40,49817.868000000002212,1,161683,0.272116637594000,2,0,0,653024.870343000045978,896364.091662000049837,0.000000000000000,43.010920054600000,102989.286141999997199,0.000000000000000,131713726.287000000476837,0.000000000000000,-112.070713605999998,33.464331524700000
64,FaID.0079,1,1.000000000000000,0.000000000000000,127,115177.620519999996759,1,110292,0.325742837905000,1,0,0,726254.340898000053130,877773.767711999942549,0.000000000000000,35.643229090200002,333279.144184999982826,0.000000000000000,269217693.378000020980835,0.000000000000000,-111.830638894000003,33.412594664799997
65,FaID.0080,1,1.000000000000000,0.000000000000000,2,2142.704000000000178,1,88821,0.000000000000000,1,0,0,726870.920932000037283,855433.164370000013150,0.000000000000000,76.778609942299994,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-111.829310126999999,33.351068664600000
66,FaID.0081,1,1.000000000000000,0.000000000000000,550,722894.948680000030436,1,32000,0.053713209807900,2,0,0,651655.379186999984086,892357.596931000007316,0.000000000000000,32.359616322199997,1059952.197140000062063,0.000000000000000,1389225715.890000104904175,0.000000000000000,-112.075533282999999,33.452927105699999
67,FaID.0082,1,1.000000000000000,0.000000000000000,278,195008.838959999993676,1,28597,0.622527765130000,1,0,0,638931.320017999969423,910114.416595999966376,0.000000000000000,39.701324917100003,812281.771446999977343,0.000000000000000,606513532.131999969482422,0.000000000000000,-112.116588422999996,33.501666917300000
68,FaID.0083,1,1.000000000000000,0.000000000000000,196,74752.377160000003641,1,137002,0.926367696585000,1,0,0,617178.296592999948189,920054.174706000019796,0.000000000000000,77.536201500399997,602489.309739000047557,0.000000000000000,200931677.502000004053116,0.000000000000000,-112.187627423999999,33.528846552700003
69,FaID.0084,1,1.000000000000000,0.000000000000000,123,46887.891159999999218,1,145592,0.277077667629000,2,0,0,623471.727579000056721,924872.930866000009701,0.000000000000000,47.768849733700002,459040.618154999974649,0.000000000000000,165179087.294999986886978,0.000000000000000,-112.167847566000006,33.542568048400000
70,FaID.0085,1,1.000000000000000,0.000000000000000,94,20102.224360000000161,1,158117,0.113210289615000,2,0,0,655590.864096999983303,870409.436751000001095,0.000000000000000,25.230047265000000,339219.569383999973070,0.000000000000000,72249839.637400001287460,0.000000000000000,-112.062452479000001,33.392622070400002
71,FaID.0087,1,1.000000000000000,0.000000000000000,159,194987.930800000001909,1,75682,0.375152784382000,1,0,0,723444.502402000012808,834801.826047000009567,0.000000000000000,28.141617381000000,181274.901983999996446,0.000000000000000,213779016.009000003337860,0.000000000000000,-111.839947515000006,33.294563061700003
72,FaID.0088,1,1.000000000000000,0.000000000000000,352,315532.392040000006091,1,200523,0.550212926475000,2,0,0,648820.710980999981984,935782.581527999951504,0.000000000000000,89.724964196499997,773779.009437000029720,0.000000000000000,524016707.856999993324280,0.000000000000000,-112.085676234000005,33.572261031700002
73,FaID.0089,1,1.000000000000000,0.000000000000000,50,26521.189040000001114,1,158992,0.000000000000000,1,0,0,649077.659449000027962,886148.645013000001200,0.000000000000000,52.939599997199998,159203.565058999985922,0.000000000000000,77138050.886999994516373,0.000000000000000,-112.083282139999994,33.435457321500003
