"id","longitude","latitude","address","type"
"FaID.0346",-112.093225284,33.5721353897,"9411 N 16TH AVE PHOENIX AZ 85021","candidate location"
"FaID.0347",-112.555013794,33.4171693716,"23427 W PIONEER ST BUCKEYE AZ 85326","candidate location"
"FaID.0348",-112.008316043,33.4524704883,"3400 E MELVIN ST PHOENIX AZ 85008","candidate location"
"FaID.0349",-111.738616685,33.254568116,"21320 S GREENFIELD RD GILBERT AZ 85298","candidate location"
"FaID.0350",-112.275303359,33.6363515684,"16820 N 99TH AVE SUN CITY AZ 85351","candidate location"
"FaID.0351",-112.266072177,33.4499593799,"9555 W VAN BUREN ST TOLLESON AZ 85353","candidate location"
"FaID.0352",-111.793515119,33.352008621,"132 W BRUCE AVE GILBERT AZ 85233","candidate location"
"FaID.0353",-112.367716833,33.629427353,"16000 N CIVIC CENTER PLZ SURPRISE AZ 85374","candidate location"
"FaID.0354",-112.158768971,33.4727160827,"4601 W ENCANTO BLVD PHOENIX AZ 85035","candidate location"
"FaID.0355",-111.94581809,33.5015112433,"6235 E CAMELBACK RD SCOTTSDALE AZ 85251","candidate location"
"FaID.0356",-112.185772549,33.5740563062,"9661 N 59TH AVE GLENDALE AZ 85302","candidate location"
"FaID.0357",-111.880604838,33.3489687991,"2145 W ELLIOT RD CHANDLER AZ 85224","candidate location"
"FaID.0358",-112.130881901,33.6974589445,"3435 W PINNACLE PEAK RD PHOENIX AZ 85027","candidate location"
"FaID.0359",-112.370482628,33.6708537049,"14401 W R H JOHNSON BLVD SUN CITY WEST AZ 85375","candidate location"
"FaID.0360",-112.171859142,33.480121714,"5201 W THOMAS RD PHOENIX AZ 85031","candidate location"
"FaID.0361",-112.30453412,33.578351229,"11521 W PEORIA AVE YOUNGTOWN AZ 85363","candidate location"
"FaID.0362",-112.35851931,33.6632262596,"13724 W MEEKER BLVD SUN CITY WEST AZ 85375","candidate location"
"FaID.0363",-112.039404898,33.4865923193,"3232 N 20TH ST PHOENIX AZ 85016","candidate location"
"FaID.0364",-112.056202077,33.4308358855,"1717 S 12TH ST PHOENIX AZ 85034","candidate location"
"FaID.0365",-112.287860933,33.5799114966,"10446 N 106TH AVE SUN CITY AZ 85351","candidate location"
"FaID.0366",-112.241890402,33.472875337,"8444 W ENCANTO BLVD PHOENIX AZ 85037","candidate location"
"FaID.0367",-111.603932869,33.4361752257,"10505 E BROWN RD MESA AZ 85207","candidate location"
"FaID.0368",-112.039979079,33.3999682573,"1914 E ROESER RD PHOENIX AZ 85040","candidate location"
"FaID.0369",-111.948117658,33.8296232986,"38008 N BASIN RD CAVE CREEK AZ 85331","candidate location"
"FaID.0370",-111.840204872,33.256690397,"3405 S ARIZONA AVE CHANDLER AZ 85248","candidate location"
"FaID.0371",-112.005491389,33.4829098261,"3550 E PINCHOT AVE PHOENIX AZ 85018","candidate location"
"FaID.0372",-112.50175327,33.4351007033,"20909 W YUMA RD BUCKEYE AZ 85326","candidate location"
"FaID.0373",-111.926005937,33.4126504782,"903 E SPENCE AVE TEMPE AZ 85281","candidate location"
"FaID.0374",-112.05920284,33.6378893649,"1100 E GREENWAY PKWY PHOENIX AZ 85022","candidate location"
"FaID.0375",-111.78521861,33.3541218144,"220 E CULLUMBER AVE GILBERT AZ 85234","candidate location"
"FaID.0376",-111.919245288,33.3669810905,"6001 S LAKESHORE DR TEMPE AZ 85283","candidate location"
"FaID.0377",-112.062077491,33.4732545905,"2302 N 9TH ST PHOENIX AZ 85006","candidate location"
"FaID.0378",-112.034677357,33.6281987801,"2202 E WALTANN LN PHOENIX AZ 85022","candidate location"
"FaID.0379",-112.06662012,33.517876338,"5536 N 6TH ST PHOENIX AZ 85012","candidate location"
"FaID.0380",-111.583698329,33.2441553747,"22424 S MERIDIAN RD QUEEN CREEK AZ 85142","candidate location"
"FaID.0381",-112.048957319,33.4858916921,"1510 E FLOWER ST PHOENIX AZ 85014","candidate location"
"FaID.0382",-112.20074675,33.4760532898,"6501 W VIRGINIA AVE PHOENIX AZ 85035","candidate location"
"FaID.0383",-112.135592753,33.4747489771,"3525 W LEWIS AVE PHOENIX AZ 85009","candidate location"
"FaID.0384",-112.35326934,33.6783725166,"13459 W STARDUST BLVD SUN CITY WEST AZ 85375","candidate location"
"FaID.0385",-112.082490371,33.811282787,"35959 N 7TH AVE PHOENIX AZ 85086","candidate location"
"FaID.0386",-112.177916653,33.6166417384,"5525 W ACOMA DR GLENDALE AZ 85306","candidate location"
"FaID.0387",-111.899935619,33.5009474121,"4425 N GRANITE REEF RD SCOTTSDALE AZ 85251","candidate location"
"FaID.0388",-111.985114162,33.5301431113,"4455 E LINCOLN DR PARADISE VALLEY AZ 85253","candidate location"
"FaID.0389",-111.83179809,33.4270502919,"640 N CENTER ST MESA AZ 85201","candidate location"
"FaID.0390",-112.013023647,33.6596923803,"19021 N 32ND ST PHOENIX AZ 85050","candidate location"
"FaID.0391",-111.936015826,33.399672069,"139 E ALAMEDA DR TEMPE AZ 85282","candidate location"
"FaID.0392",-111.883395654,33.5875426849,"11250 N 92ND ST SCOTTSDALE AZ 85260","candidate location"
"FaID.0393",-111.599505807,33.4037014669,"618 S SIGNAL BUTTE RD MESA AZ 85208","candidate location"
"FaID.0394",-112.108570369,33.5011477199,"4430 N 23RD AVE PHOENIX AZ 85015","candidate location"
"FaID.0395",-111.992948084,33.5822529402,"4101 E SHEA BLVD PHOENIX AZ 85028","candidate location"
"FaID.0396",-112.072193958,33.5277165064,"40 E ROSE LN PHOENIX AZ 85012","candidate location"
"FaID.0397",-112.316182788,33.6083692682,"11901 W THUNDERBIRD RD EL MIRAGE AZ 85335","candidate location"
"FaID.0398",-112.106419242,33.4612522125,"1130 N 22ND AVE PHOENIX AZ 85009","candidate location"
"FaID.0399",-112.10788739,33.5640215991,"2235 W ALICE AVE PHOENIX AZ 85021","candidate location"
"FaID.0400",-112.144477538,33.7123805934,"3951 W HAPPY VALLEY RD GLENDALE AZ 85310","candidate location"
"FaID.0401",-111.899035949,33.4647979413,"8435 E MCDOWELL RD SCOTTSDALE AZ 85257","candidate location"
"FaID.0402",-112.379242842,33.6731437539,"20803 N 151ST AVE SUN CITY WEST AZ 85375","candidate location"
"FaID.0403",-111.635132436,33.3586230652,"3065 S ELLSWORTH RD MESA AZ 85212","candidate location"
"FaID.0404",-111.674978556,33.4518273866,"7223 E KNOLL ST MESA AZ 85207","candidate location"
"FaID.0405",-111.831705218,33.5737056563,"11551 E MOUNTAIN VIEW RD SCOTTSDALE AZ 85259","candidate location"
"FaID.0406",-111.919277973,33.6126228085,"7575 E REDFIELD RD SCOTTSDALE AZ 85260","candidate location"
"FaID.0407",-112.068032667,33.5697140211,"350 E EVA ST PHOENIX AZ 85020","candidate location"
"FaID.0408",-111.889745688,33.6717672894,"20355 N PIMA RD SCOTTSDALE AZ 85255","candidate location"
"FaID.0409",-112.036325242,33.5378767792,"2121 E LINCOLN DR PHOENIX AZ 85016","candidate location"
"FaID.0410",-112.077966091,33.3974289588,"5402 S MONTEZUMA ST PHOENIX AZ 85041","candidate location"
"FaID.0411",-111.922191769,33.4916114787,"7384 E 2ND ST SCOTTSDALE AZ 85251","candidate location"
"FaID.0412",-112.073331892,33.5259222008,"6111 N CENTRAL AVE PHOENIX AZ 85012","candidate location"
"FaID.0413",-111.928004925,33.4954942718,"7110 E INDIAN SCHOOL RD SCOTTSDALE AZ 85251","candidate location"
"FaID.0414",-111.819219674,33.3959976189,"1050 S HOBSON MESA AZ 85204","candidate location"
"FaID.0415",-111.773794101,33.3202559239,"1644 S LINDSAY RD GILBERT AZ 85296","candidate location"
"FaID.0416",-112.143608178,33.4668275858,"1622 N 39TH AVE PHOENIX AZ 85009","candidate location"
"FaID.0417",-112.114618507,33.5504626041,"2548 W HAYWARD AVE PHOENIX AZ 85051","candidate location"
"FaID.0418",-111.861597287,33.3199869675,"1101 W RAY RD CHANDLER AZ 85224","candidate location"
"FaID.0419",-111.868439616,33.3072289504,"1550 W CHANDLER BLVD CHANDLER AZ 85224","candidate location"
"FaID.0420",-111.849921116,33.3085548164,"301 N HARTFORD ST CHANDLER AZ 85225","candidate location"
"FaID.0421",-111.785325029,33.3641261674,"235 E GUADALUPE RD GILBERT AZ 85234","candidate location"
"FaID.0422",-112.341749059,33.4296257265,"500 S 7TH ST AVONDALE AZ 85323","candidate location"
"FaID.0423",-111.66258442,33.4227402931,"7816 E UNIVERSITY DR MESA AZ 85207","candidate location"
"FaID.0424",-111.688398024,33.4092772903,"6644 E BROADWAY RD MESA AZ 85206","candidate location"
"FaID.0425",-112.039839695,33.4602212977,"1927 E PORTLAND ST PHOENIX AZ 85006","candidate location"
"FaID.0426",-112.360108215,33.587384065,"11294 N LITCHFIELD RD SURPRISE AZ 85379","candidate location"
"FaID.0427",-111.95329579,33.4477305324,"6101 E VAN BUREN ST PHOENIX AZ 85008","candidate location"
"FaID.0428",-111.782718612,33.4378895216,"2228 E BROWN RD MESA AZ 85213","candidate location"
"FaID.0429",-111.668668608,33.2720332981,"19413 S SOSSAMAN RD QUEEN CREEK AZ 85142","candidate location"
"FaID.0430",-111.741635444,33.350764754,"15804 E ELLIOT RD GILBERT AZ 85234","candidate location"
"FaID.0431",-111.831654203,33.3066603489,"644 E CHANDLER BLVD CHANDLER AZ 85225","candidate location"
"FaID.0432",-112.331262138,33.4721961549,"2150 N RANCHO SANTA FE BLVD AVONDALE AZ 85392","candidate location"
"FaID.0433",-112.111409502,33.4711205336,"2422 W HOLLY ST PHOENIX AZ 85009","candidate location"
"FaID.0434",-111.643429285,33.4363954164,"8701 E BROWN RD MESA AZ 85207","candidate location"
"FaID.0435",-111.813295716,33.2716223352,"2380 S STINSON WAY CHANDLER AZ 85286","candidate location"
"FaID.0436",-111.755993551,33.4224242947,"3505 E UNIVERSITY DR MESA AZ 85213","candidate location"
"FaID.0437",-111.970439135,33.7857975986,"33175 N CAVE CREEK RD CAVE CREEK AZ 85331","candidate location"
"FaID.0438",-111.770224263,33.2767715701,"965 E GERMANN RD GILBERT AZ 85297","candidate location"
"FaID.0439",-112.053315266,33.2923399514,"1401 E LIBERTY LN PHOENIX AZ 85048","candidate location"
"FaID.0440",-111.804210256,33.5773072025,"12816 E TURQUOISE AVE SCOTTSDALE AZ 85259","candidate location"
"FaID.0441",-112.02255454,33.490239056,"3601 N 27TH ST PHOENIX AZ 85016","candidate location"
"FaID.0442",-112.531328955,33.7784165934,"21761 W HARDING AVE WITTMANN AZ 85361","candidate location"
"FaID.0443",-112.287196407,33.6058210204,"10626 W THUNDERBIRD BLVD SUN CITY AZ 85351","candidate location"
"FaID.0444",-111.840274921,33.36493018,"2328 W GUADALUPE RD GILBERT AZ 85233","candidate location"
"FaID.0445",-112.175847341,33.6552252542,"5402 W UNION HILLS DR GLENDALE AZ 85308","candidate location"
"FaID.0446",-112.118882629,33.4277251478,"2801 W DURANGO ST PHOENIX AZ 85009","candidate location"
"FaID.0447",-111.859918602,33.3156615659,"730 N ALMA SCHOOL RD CHANDLER AZ 85224","candidate location"
"FaID.0448",-111.924963781,33.4985304742,"4301 N WINFIELD SCOTT PLZ SCOTTSDALE AZ 85251","candidate location"
"FaID.0449",-112.072871687,33.8831826347,"43814 N NEW RIVER RD NEW RIVER AZ 85087","candidate location"
"FaID.0450",-112.288682116,33.6308884905,"16000 N DEL WEBB BLVD SUN CITY AZ 85351","candidate location"
"FaID.0451",-111.674196761,33.7203004182,"18816 E FOUR PEAKS BLVD RIO VERDE AZ 85263","candidate location"
"FaID.0452",-112.251017924,33.7292797186,"27035 N BLACK ROCK BLVD PEORIA AZ 85383","candidate location"
"FaID.0453",-112.342982339,33.4324006725,"531 E MAIN ST AVONDALE AZ 85323","candidate location"
"FaID.0454",-111.994816576,33.4869304868,"3313 N 40TH ST PHOENIX AZ 85018","candidate location"
"FaID.0455",-111.995744911,33.4873583543,"3250 N 40TH ST PHOENIX AZ 85018","candidate location"
"FaID.0456",-112.08713472,33.2974946301,"16400 S 14TH AVE PHOENIX AZ 85045","candidate location"
"FaID.0457",-111.732221172,33.4026585799,"4601 E DOLPHIN AVE MESA AZ 85206","candidate location"
"FaID.0458",-112.037027567,33.6762937821,"2109 E ROSE GARDEN LN PHOENIX AZ 85024","candidate location"
"FaID.0459",-112.039306443,33.658809144,"19051 N 20TH ST PHOENIX AZ 85024","candidate location"
"FaID.0460",-112.110717251,33.5811123127,"2421 W PEORIA AVE PHOENIX AZ 85029","candidate location"
"FaID.0461",-111.823318093,33.227218589,"24211 S MCQUEEN RD CHANDLER AZ 85249","candidate location"
"FaID.0462",-111.953970781,33.5026370336,"5902 E CAMELBACK RD PHOENIX AZ 85018","candidate location"
"FaID.0463",-111.682351899,33.406732555,"6901 E BROADWAY RD MESA AZ 85208","candidate location"
"FaID.0464",-111.889632282,33.4082557809,"2300 E BROADWAY RD TEMPE AZ 85281","candidate location"
"FaID.0465",-112.327161098,33.5305527493,"12450 W MARYLAND AVE GLENDALE AZ 85307","candidate location"
"FaID.0466",-111.78352494,33.2154347503,"6262 S MOUNTAIN BLVD CHANDLER AZ 85249","candidate location"
"FaID.0467",-111.702629575,33.4233341594,"5946 E UNIVERSITY DR MESA AZ 85205","candidate location"
"FaID.0468",-111.823112463,33.285608218,"17817 S MCQUEEN RD CHANDLER AZ 85286","candidate location"
"FaID.0469",-111.774367481,33.3070558171,"710 E WILLIAMS FIELD RD GILBERT AZ 85295","candidate location"
"FaID.0470",-112.230469598,33.6538115463,"7902 W UNION HILLS DR GLENDALE AZ 85308","candidate location"
"FaID.0471",-111.849652472,33.2101044005,"10801 E SAN TAN BLVD SUN LAKES AZ 85248","candidate location"
"FaID.0472",-112.359485869,33.4491607533,"250 N LITCHFIELD RD GOODYEAR AZ 85338","candidate location"
"FaID.0473",-111.777211889,33.4296801923,"757 N 25TH ST MESA AZ 85213","candidate location"
"FaID.0474",-112.05987413,33.6393820887,"949 E BELL RD PHOENIX AZ 85022","candidate location"
"FaID.0475",-111.880071584,33.3063356544,"2240 W CHANDLER BLVD CHANDLER AZ 85224","candidate location"
"FaID.0476",-112.388872551,33.4867370947,"3645 N CLUBHOUSE DR GOODYEAR AZ 85395","candidate location"
"FaID.0477",-111.929266763,33.5867056147,"7100 E MESCAL ST SCOTTSDALE AZ 85254","candidate location"
"FaID.0478",-111.784469695,33.4305787145,"2152 E ADOBE ST MESA AZ 85213","candidate location"
"FaID.0479",-112.034901058,33.5306035892,"2101 E MARYLAND AVE PHOENIX AZ 85016","candidate location"
"FaID.0480",-112.027059822,33.6700727145,"2550 E BEARDSLEY RD PHOENIX AZ 85050","candidate location"
"FaID.0481",-112.151442429,33.6628003438,"19555 N 43RD AVE GLENDALE AZ 85308","candidate location"
"FaID.0482",-111.694947921,33.352046573,"4450 E ELLIOT RD GILBERT AZ 85234","candidate location"
"FaID.0483",-112.268405275,33.6425968068,"9745 W PALMERAS DR SUN CITY AZ 85373","candidate location"
"FaID.0484",-112.207308644,33.4521796418,"6828 W VAN BUREN ST PHOENIX AZ 85043","candidate location"
"FaID.0485",-111.822747462,33.4001932294,"811 S MESA DR MESA AZ 85210","candidate location"
"FaID.0486",-112.370996556,33.669766904,"14465 W R H JOHNSON BLVD SUN CITY WEST AZ 85375","candidate location"
"FaID.0487",-111.907742275,33.457764441,"8029 E ROOSEVELT ST SCOTTSDALE AZ 85257","candidate location"
"FaID.0488",-112.012283378,33.6742808714,"20621 N 32ND ST PHOENIX AZ 85050","candidate location"
"FaID.0489",-112.291498628,33.5793369918,"10765 W PEORIA AVE SUN CITY AZ 85351","candidate location"
"FaID.0490",-111.609707731,33.2333341722,"22076 E VILLAGE LOOP RD QUEEN CREEK AZ 85142","candidate location"
"FaID.0491",-112.111870943,33.54184659,"7145 N BLACK CANYON HWY PHOENIX AZ 85021","candidate location"
"FaID.0492",-112.097037835,33.5914140134,"1748 W CORTEZ ST PHOENIX AZ 85029","candidate location"
"FaID.0493",-112.069292111,33.5727560977,"303 E VOGEL AVE PHOENIX AZ 85020","candidate location"
"FaID.0494",-111.87672135,33.3258110689,"1270 N DOBSON RD CHANDLER AZ 85224","candidate location"
"FaID.0495",-111.876785514,33.2172702079,"9535 E RIGGS RD SUN LAKES AZ 85248","candidate location"
"FaID.0496",-111.71009352,33.4573599535,"2237 N 56TH ST MESA AZ 85215","candidate location"
"FaID.0497",-112.357929135,33.6641985761,"13702 W MEEKER BLVD SUN CITY WEST AZ 85375","candidate location"
"FaID.0498",-112.292032533,33.4320594234,"10714 W 4TH ST AVONDALE AZ 85323","candidate location"
"FaID.0499",-111.834536731,33.2961543029,"450 S HAMILTON ST CHANDLER AZ 85225","candidate location"
"FaID.0500",-112.229265392,33.423611406,"7840 W LOWER BUCKEYE RD PHOENIX AZ 85043","candidate location"
"FaID.0501",-112.231261667,33.5100093141,"8016 W CAMELBACK RD GLENDALE AZ 85303","candidate location"
"FaID.0502",-112.146961093,33.8667391985,"42105 N 41ST DR PHOENIX AZ 85086","candidate location"
"FaID.0503",-111.907290092,33.3631432999,"1875 E GUADALUPE RD TEMPE AZ 85283","candidate location"
"FaID.0504",-111.876085271,33.5808085041,"9501 E SHEA BLVD SCOTTSDALE AZ 85258","candidate location"
"FaID.0505",-111.67280518,33.717794382,"25603 N DANNY LN RIO VERDE AZ 85263","candidate location"
"FaID.0506",-112.094999185,33.5826075416,"1646 W PEORIA AVE PHOENIX AZ 85029","candidate location"
"FaID.0507",-111.987749348,33.4067788893,"4341 E BROADWAY RD PHOENIX AZ 85040","candidate location"
"FaID.0508",-112.118284218,33.5322220701,"2728 W MARYLAND AVE PHOENIX AZ 85017","candidate location"
"FaID.0509",-111.983340597,33.3318026396,"4700 E WARNER RD PHOENIX AZ 85044","candidate location"
"FaID.0510",-111.903390827,33.305019573,"3535 W CHANDLER BLVD CHANDLER AZ 85226","candidate location"
"FaID.0511",-111.797219226,33.3963316681,"1028 S HARRIS DR MESA AZ 85204","candidate location"
"FaID.0512",-111.856025827,33.323564716,"800 W RAY RD CHANDLER AZ 85225","candidate location"
"FaID.0513",-112.077527517,33.4465491703,"111 S 3RD AVE PHOENIX AZ 85003","candidate location"
"FaID.0514",-111.600511627,33.3666646665,"2647 S SIGNAL BUTTE RD MESA AZ 85209","candidate location"
"FaID.0515",-111.940342521,33.4150286068,"1290 S MILL AVE TEMPE AZ 85281","candidate location"
"FaID.0516",-112.304205735,33.4447292258,"11465 W CIVIC CENTER DR AVONDALE AZ 85323","candidate location"
"FaID.0517",-112.018400489,33.5021144673,"2927 E CAMPBELL AVE PHOENIX AZ 85016","candidate location"
"FaID.0518",-111.981105707,33.2917281768,"17010 S 48TH ST PHOENIX AZ 85048","candidate location"
"FaID.0519",-111.979188747,33.2996146116,"16223 S 48TH ST PHOENIX AZ 85048","candidate location"
"FaID.0520",-112.133662473,33.546641864,"7523 N 35TH AVE PHOENIX AZ 85051","candidate location"
"FaID.0521",-111.97919554,33.6068133567,"13232 N TATUM BLVD PHOENIX AZ 85032","candidate location"
"FaID.0522",-112.060324508,33.4347817439,"1300 S 10TH ST PHOENIX AZ 85034","candidate location"
"FaID.0523",-111.863231773,33.4674059072,"1755 N LONGMORE RD SCOTTSDALE AZ 85256","candidate location"
"FaID.0524",-111.683591753,33.4274850448,"635 N POWER RD MESA AZ 85205","candidate location"
"FaID.0525",-112.046252457,33.4718744311,"1614 E MONTE VISTA RD PHOENIX AZ 85006","candidate location"
"FaID.0526",-111.65755525,33.4363254341,"8035 E BROWN RD MESA AZ 85207","candidate location"
"FaID.0527",-112.04844461,33.4083256223,"1523 E WOOD ST PHOENIX AZ 85040","candidate location"
"FaID.0528",-111.982136263,33.3335570764,"12432 S 48TH ST PHOENIX AZ 85044","candidate location"
"FaID.0529",-111.985328527,33.492502995,"3920 N 44TH PL PHOENIX AZ 85018","candidate location"
"FaID.0530",-111.883749596,33.2159179463,"25455 S SUN LAKES BLVD W SUN LAKES AZ 85248","candidate location"
"FaID.0531",-112.142488645,33.4668806473,"1625 N 39TH AVE PHOENIX AZ 85009","candidate location"
"FaID.0532",-111.859792257,33.2398279144,"4500 S BASHA RD CHANDLER AZ 85248","candidate location"
"FaID.0533",-112.235034062,33.57872113,"8175 W GRAND AVE PEORIA AZ 85345","candidate location"
"FaID.0534",-111.926321586,33.6079087046,"13402 N SCOTTSDALE RD SCOTTSDALE AZ 85254","candidate location"
"FaID.0535",-112.08133433,33.512037199,"5105 N 7TH AVE PHOENIX AZ 85013","candidate location"
"FaID.0536",-112.26582847,33.659232726,"19260 N WESTBROOK PKWY PEORIA AZ 85382","candidate location"
"FaID.0537",-112.176310729,33.3767422554,"5445 W BASELINE RD LAVEEN AZ 85339","candidate location"
"FaID.0538",-111.927845821,33.526268122,"6110 N SCOTTSDALE RD PARADISE VALLEY AZ 85253","candidate location"
"FaID.0539",-111.908090588,33.6202719952,"15000 N HAYDEN RD SCOTTSDALE AZ 85260","candidate location"
"FaID.0540",-112.09098033,33.3936242493,"5802 S 15TH AVE PHOENIX AZ 85041","candidate location"
"FaID.0541",-111.933338473,33.4419095245,"1230 N COLLEGE AVE TEMPE AZ 85281","candidate location"
"FaID.0542",-112.041470509,33.4522495547,"1880 E VAN BUREN ST PHOENIX AZ 85006","candidate location"
"FaID.0543",-112.27702196,33.5768691852,"10045 W CLAIR DR SUN CITY AZ 85351","candidate location"
"FaID.0544",-112.117315526,33.5283454853,"6216 N 27TH AVE PHOENIX AZ 85017","candidate location"
"FaID.0545",-112.26008207,33.6242167823,"9350 W GREENWAY RD SUN CITY AZ 85351","candidate location"
"FaID.0546",-111.95694904,33.4159401545,"1221 W HOWE ST TEMPE AZ 85281","candidate location"
"FaID.0547",-112.116379193,33.4933490609,"3819 N 27TH AVE PHOENIX AZ 85017","candidate location"
"FaID.0548",-111.868063481,33.277517326,"1900 S ARROWHEAD DR CHANDLER AZ 85286","candidate location"
"FaID.0549",-111.849191509,33.3894706419,"1426 S EXTENSION RD MESA AZ 85210","candidate location"
"FaID.0550",-112.394262024,33.6342497855,"16330 N REEMS RD SURPRISE AZ 85374","candidate location"
"FaID.0551",-111.955022316,33.5330751728,"5802 E LINCOLN DR PARADISE VALLEY AZ 85253","candidate location"
"FaID.0552",-112.330471278,33.4182925835,"12610 W WHYMAN CIR AVONDALE AZ 85323","candidate location"
"FaID.0553",-112.069891901,33.5642757145,"234 E ALICE AVE PHOENIX AZ 85020","candidate location"
"FaID.0554",-112.410560532,33.6198457466,"14916 N SARIVAL AVE SURPRISE AZ 85388","candidate location"
"FaID.0555",-111.859179529,33.423516643,"1306 W UNIVERSITY DR MESA AZ 85201","candidate location"
"FaID.0556",-111.678466043,33.5848119332,"10755 N FORT MCDOWELL RD FORT MCDOWELL AZ 85264","candidate location"
"FaID.0557",-112.583702121,33.421686035,"24750 W LOWER BUCKEYE RD BUCKEYE AZ 85326","candidate location"
"FaID.0558",-112.325384034,33.6380958178,"12301 W BELL RD SURPRISE AZ 85378","candidate location"
"FaID.0559",-112.572549146,33.3742320686,"1101 E ASH AVE BUCKEYE AZ 85326","candidate location"
"FaID.0560",-112.107434572,33.6285525956,"15653 N 23RD AVE PHOENIX AZ 85023","candidate location"
"FaID.0561",-112.025374387,33.4897140839,"2623 E WHITTON AVE PHOENIX AZ 85016","candidate location"
"FaID.0562",-112.406560138,33.4347841309,"16161 W YUMA RD GOODYEAR AZ 85338","candidate location"
"FaID.0563",-111.870742635,33.6551050384,"18600 N 98TH ST SCOTTSDALE AZ 85255","candidate location"
"FaID.0564",-112.082869841,33.5797444979,"10234 N 7TH AVE PHOENIX AZ 85021","candidate location"
"FaID.0565",-111.67643049,33.452315341,"7126 E MCKELLIPS RD MESA AZ 85207","candidate location"
"FaID.0566",-112.444077498,33.6412972427,"17225 N CITRUS RD SURPRISE AZ 85374","candidate location"
"FaID.0567",-112.040526881,33.4077441072,"1921 E WOOD ST PHOENIX AZ 85040","candidate location"
"FaID.0568",-111.600651275,33.3711705899,"2415 S SIGNAL BUTTE RD MESA AZ 85209","candidate location"
"FaID.0569",-112.253445002,33.5805525663,"8979 W PEORIA AVE PEORIA AZ 85345","candidate location"
"FaID.0570",-112.091976537,33.581804568,"1501 W PEORIA AVE PHOENIX AZ 85029","candidate location"
"FaID.0571",-112.106571048,33.5146815845,"2205 W GEORGIA AVE PHOENIX AZ 85015","candidate location"
"FaID.0572",-112.172207591,33.69860459,"5220 W PINNACLE PEAK RD GLENDALE AZ 85310","candidate location"
"FaID.0573",-112.064657889,33.8025792527,"34835 N 7TH ST PHOENIX AZ 85086","candidate location"
"FaID.0574",-112.195712429,33.4943072329,"6301 W INDIAN SCHOOL RD PHOENIX AZ 85033","candidate location"
"FaID.0575",-112.055482026,33.5389967201,"1212 E GLENDALE AVE PHOENIX AZ 85020","candidate location"
"FaID.0576",-112.03991098,33.6518900844,"18220 N 20TH ST PHOENIX AZ 85022","candidate location"
"FaID.0577",-111.831877484,33.4213658919,"264 N CENTER ST MESA AZ 85201","candidate location"
"FaID.0578",-112.329416105,33.5804273619,"12534 W PEORIA AVE EL MIRAGE AZ 85335","candidate location"
"FaID.0579",-111.929164078,33.3560951374,"7070 S RURAL RD TEMPE AZ 85283","candidate location"
"FaID.0580",-111.922949035,33.4153197465,"1040 E APACHE BLVD TEMPE AZ 85281","candidate location"
"FaID.0581",-112.057365083,33.4520603774,"316 N 11TH WAY PHOENIX AZ 85006","candidate location"
"FaID.0582",-111.71211444,33.3352537809,"3595 E WARNER RD GILBERT AZ 85296","candidate location"
"FaID.0583",-112.134889497,33.5497741238,"7702 N 35TH AVE PHOENIX AZ 85051","candidate location"
"FaID.0584",-112.375995733,33.6493951979,"14660 W PARKWOOD DR SURPRISE AZ 85374","candidate location"
"FaID.0585",-111.861764898,33.31972397,"1115 W RAY RD CHANDLER AZ 85224","candidate location"
"FaID.0586",-112.205326976,33.5378820368,"6801 W GLENDALE AVE GLENDALE AZ 85303","candidate location"
"FaID.0587",-111.885326058,33.4163837512,"2435 E MCARTHUR DR TEMPE AZ 85281","candidate location"
"FaID.0588",-112.294672559,33.6648495013,"20015 N 109TH AVE SUN CITY AZ 85373","candidate location"
"FaID.0589",-112.034522077,33.6336078566,"2200 E PARADISE LN PHOENIX AZ 85022","candidate location"
"FaID.0590",-111.852204336,33.7120178978,"25000 N WINDY WALK DR SCOTTSDALE AZ 85255","candidate location"
"FaID.0591",-112.148094656,33.6714888424,"20412 N 41ST AVE GLENDALE AZ 85308","candidate location"
"FaID.0592",-112.083627439,33.4403836996,"707 W GRANT ST PHOENIX AZ 85007","candidate location"
"FaID.0593",-112.347280391,33.4300023004,"201 E MAIN ST AVONDALE AZ 85323","candidate location"
"FaID.0594",-111.656940068,33.2492610719,"19730 E OCOTILLO RD QUEEN CREEK AZ 85142","candidate location"
"FaID.0595",-111.790992181,33.3598913449,"28 W JUNIPER AVE GILBERT AZ 85233","candidate location"
"FaID.0596",-112.230148005,33.6972228422,"7950 W PINNACLE PEAK RD PEORIA AZ 85383","candidate location"
"FaID.0597",-112.148552195,33.3769971835,"4125 W BASELINE RD LAVEEN AZ 85339","candidate location"
"FaID.0598",-112.053696293,33.4662265743,"1310 E MCDOWELL RD PHOENIX AZ 85006","candidate location"
"FaID.0599",-112.139739683,33.6689325498,"3701 W BEARDSLEY RD GLENDALE AZ 85308","candidate location"
"FaID.0600",-112.3513564,33.63494052,"16623 N WEST POINT PKWY SURPRISE AZ 85374","candidate location"
"FaID.0601",-111.812640885,33.4596642171,"830 E LEHI RD MESA AZ 85203","candidate location"
"FaID.0602",-111.695592739,33.3638631819,"9247 S 180TH ST GILBERT AZ 85234","candidate location"
"FaID.0603",-112.065478889,33.3662549061,"8825 S 7TH ST PHOENIX AZ 85042","candidate location"
